date,local_code,location_name,zone_name,population,age_group,dose_1,dose_2,total_doses_administered,percent_pop_1_plus_dose,percent_pop_fully_immunized
2021/05/26,Z2.6.C.04,CROSSFIELD,CALGARY,9432,All age years,3980,516,4496,42.2,5.5
2021/05/26,Z2.6.C.05,DIDSBURY,CALGARY,1695,12-19 years,465,6,471,27.4,0.4
2021/05/26,Z2.6.C.05,DIDSBURY,CALGARY,3607,20-39 years,1082,82,1164,30,2.3
2021/05/26,Z2.6.C.05,DIDSBURY,CALGARY,4485,40-59 years,2267,159,2426,50.5,3.5
2021/05/26,Z2.6.C.05,DIDSBURY,CALGARY,3319,60-74 years,2436,214,2650,73.4,6.4
2021/05/26,Z2.6.C.05,DIDSBURY,CALGARY,1209,75+ years,1084,859,1943,89.7,71.1
2021/05/26,Z2.6.C.05,DIDSBURY,CALGARY,16700,All age years,7359,1320,8679,44.1,7.9
2021/05/26,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,5343,12-19 years,2057,14,2071,38.5,0.3
2021/05/26,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,12658,20-39 years,5994,395,6389,47.4,3.1
2021/05/26,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,14175,40-59 years,9492,686,10178,67,4.8
2021/05/26,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,9720,60-74 years,7675,1010,8685,79,10.4
2021/05/26,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,2978,75+ years,2550,2324,4874,85.6,78
2021/05/26,Z2.7.A.01,COCHRANE-SPRINGBANK,CALGARY,52406,All age years,27865,4429,32294,53.2,8.5
2021/05/26,Z2.7.B.02,CANMORE,CALGARY,2549,12-19 years,1238,36,1274,48.6,1.4
2021/05/26,Z2.7.B.02,CANMORE,CALGARY,8460,20-39 years,4355,479,4834,51.5,5.7
2021/05/26,Z2.7.B.02,CANMORE,CALGARY,7679,40-59 years,5464,595,6059,71.2,7.7
2021/05/26,Z2.7.B.02,CANMORE,CALGARY,4711,60-74 years,3843,543,4386,81.6,11.5
2021/05/26,Z2.7.B.02,CANMORE,CALGARY,1267,75+ years,1080,1001,2081,85.3,79
2021/05/26,Z2.7.B.02,CANMORE,CALGARY,28270,All age years,16030,2654,18684,56.7,9.4
2021/05/26,Z2.7.B.03,BANFF,CALGARY,711,12-19 years,384,0,384,54,0
2021/05/26,Z2.7.B.03,BANFF,CALGARY,7824,20-39 years,3753,54,3807,48,0.7
2021/05/26,Z2.7.B.03,BANFF,CALGARY,2983,40-59 years,2088,83,2171,70,2.8
2021/05/26,Z2.7.B.03,BANFF,CALGARY,1082,60-74 years,856,110,966,79.1,10.2
2021/05/26,Z2.7.B.03,BANFF,CALGARY,301,75+ years,265,236,501,88.1,78.4
2021/05/26,Z2.7.B.03,BANFF,CALGARY,13665,All age years,7360,483,7843,53.9,3.5
2021/05/26,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,2131,12-19 years,457,9,466,21.4,0.4
2021/05/26,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,5102,20-39 years,1328,168,1496,26,3.3
2021/05/26,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,5199,40-59 years,2494,242,2736,48,4.7
2021/05/26,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,3606,60-74 years,2536,297,2833,70.3,8.2
2021/05/26,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,1381,75+ years,1121,875,1996,81.2,63.4
2021/05/26,Z3.1.A.01,ROCKY MOUNTAIN HOUSE,CENTRAL,20358,All age years,7957,1591,9548,39.1,7.8
2021/05/26,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,1833,12-19 years,348,5,353,19,0.3
2021/05/26,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,4686,20-39 years,1101,92,1193,23.5,2
2021/05/26,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,4799,40-59 years,2105,139,2244,43.9,2.9
2021/05/26,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,3017,60-74 years,2071,152,2223,68.6,5
2021/05/26,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,1098,75+ years,875,527,1402,79.7,48
2021/05/26,Z3.1.B.02,DRAYTON VALLEY,CENTRAL,18113,All age years,6514,915,7429,36,5.1
2021/05/26,Z3.2.A.01,SUNDRE,CENTRAL,640,12-19 years,160,4,164,25,0.6
2021/05/26,Z3.2.A.01,SUNDRE,CENTRAL,1432,20-39 years,375,26,401,26.2,1.8
2021/05/26,Z3.2.A.01,SUNDRE,CENTRAL,1750,40-59 years,809,56,865,46.2,3.2
2021/05/26,Z3.2.A.01,SUNDRE,CENTRAL,1633,60-74 years,1133,116,1249,69.4,7.1
2021/05/26,Z3.2.A.01,SUNDRE,CENTRAL,647,75+ years,521,304,825,80.5,47
2021/05/26,Z3.2.A.01,SUNDRE,CENTRAL,6847,All age years,3001,506,3507,43.8,7.4
2021/05/26,Z3.2.A.02,OLDS,CENTRAL,1158,12-19 years,441,1,442,38.1,0.1
2021/05/26,Z3.2.A.02,OLDS,CENTRAL,3167,20-39 years,1182,99,1281,37.3,3.1
2021/05/26,Z3.2.A.02,OLDS,CENTRAL,3103,40-59 years,1770,128,1898,57,4.1
2021/05/26,Z3.2.A.02,OLDS,CENTRAL,2280,60-74 years,1758,156,1914,77.1,6.8
2021/05/26,Z3.2.A.02,OLDS,CENTRAL,1355,75+ years,1112,891,2003,82,65.7
2021/05/26,Z3.2.A.02,OLDS,CENTRAL,12662,All age years,6274,1275,7549,49.6,10.1
2021/05/26,Z3.2.B.03,INNISFAIL,CENTRAL,1454,12-19 years,384,7,391,26.4,0.5
2021/05/26,Z3.2.B.03,INNISFAIL,CENTRAL,3773,20-39 years,1174,92,1266,31.1,2.4
2021/05/26,Z3.2.B.03,INNISFAIL,CENTRAL,4106,40-59 years,2184,163,2347,53.2,4
2021/05/26,Z3.2.B.03,INNISFAIL,CENTRAL,3248,60-74 years,2447,245,2692,75.3,7.5
2021/05/26,Z3.2.B.03,INNISFAIL,CENTRAL,1468,75+ years,1266,902,2168,86.3,61.5
2021/05/26,Z3.2.B.03,INNISFAIL,CENTRAL,15923,All age years,7470,1409,8879,46.9,8.8
2021/05/26,Z3.2.C.04,RED DEER COUNTY,CENTRAL,2839,12-19 years,856,6,862,30.2,0.2
2021/05/26,Z3.2.C.04,RED DEER COUNTY,CENTRAL,8941,20-39 years,2705,223,2928,30.3,2.5
2021/05/26,Z3.2.C.04,RED DEER COUNTY,CENTRAL,7587,40-59 years,3734,262,3996,49.2,3.5
2021/05/26,Z3.2.C.04,RED DEER COUNTY,CENTRAL,4663,60-74 years,3168,382,3550,67.9,8.2
2021/05/26,Z3.2.C.04,RED DEER COUNTY,CENTRAL,1409,75+ years,1103,863,1966,78.3,61.2
2021/05/26,Z3.2.C.04,RED DEER COUNTY,CENTRAL,30540,All age years,11605,1736,13341,38,5.7
2021/05/26,Z3.2.C.05,SYLVAN LAKE,CENTRAL,1885,12-19 years,541,4,545,28.7,0.2
2021/05/26,Z3.2.C.05,SYLVAN LAKE,CENTRAL,5697,20-39 years,1725,142,1867,30.3,2.5
2021/05/26,Z3.2.C.05,SYLVAN LAKE,CENTRAL,4766,40-59 years,2395,155,2550,50.3,3.3
2021/05/26,Z3.2.C.05,SYLVAN LAKE,CENTRAL,2413,60-74 years,1726,172,1898,71.5,7.1
2021/05/26,Z3.2.C.05,SYLVAN LAKE,CENTRAL,631,75+ years,532,411,943,84.3,65.1
2021/05/26,Z3.2.C.05,SYLVAN LAKE,CENTRAL,18367,All age years,6947,884,7831,37.8,4.8
2021/05/26,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,1126,12-19 years,304,7,311,27,0.6
2021/05/26,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,2481,20-39 years,791,77,868,31.9,3.1
2021/05/26,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,2658,40-59 years,1290,126,1416,48.5,4.7
2021/05/26,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,2052,60-74 years,1412,131,1543,68.8,6.4
2021/05/26,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,1005,75+ years,769,490,1259,76.5,48.7
2021/05/26,Z3.3.A.01,THREE HILLS/HIGHWAY 21,CENTRAL,10858,All age years,4581,831,5412,42.2,7.7
2021/05/26,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,1131,12-19 years,367,3,370,32.4,0.3
2021/05/26,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,2837,20-39 years,1064,99,1163,37.5,3.5
2021/05/26,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,3069,40-59 years,1717,157,1874,55.9,5.1
2021/05/26,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,2396,60-74 years,1822,174,1996,76,7.3
2021/05/26,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,961,75+ years,841,613,1454,87.5,63.8
2021/05/26,Z3.3.A.02,STARLAND COUNTY/DRUMHELLER,CENTRAL,11848,All age years,5822,1046,6868,49.1,8.8
2021/05/26,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,344,12-19 years,66,3,69,19.2,0.9
2021/05/26,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,776,20-39 years,221,23,244,28.5,3
2021/05/26,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,960,40-59 years,462,47,509,48.1,4.9
2021/05/26,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,803,60-74 years,522,43,565,65,5.4
2021/05/26,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,372,75+ years,326,230,556,87.6,61.8
2021/05/26,Z3.3.A.04,PLANNING & SPECIAL AREA 2,CENTRAL,3673,All age years,1603,346,1949,43.6,9.4
2021/05/26,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,1187,12-19 years,280,4,284,23.6,0.3
2021/05/26,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,3014,20-39 years,840,96,936,27.9,3.2
2021/05/26,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,3001,40-59 years,1459,128,1587,48.6,4.3
2021/05/26,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,2371,60-74 years,1660,173,1833,70,7.3
2021/05/26,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,1156,75+ years,956,683,1639,82.7,59.1
2021/05/26,Z3.3.B.03,STETTLER & COUNTY,CENTRAL,12597,All age years,5205,1084,6289,41.3,8.6
2021/05/26,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,663,12-19 years,140,0,140,21.1,0
2021/05/26,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,1396,20-39 years,389,62,451,27.9,4.4
2021/05/26,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,1515,40-59 years,665,86,751,43.9,5.7
2021/05/26,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,1210,60-74 years,845,264,1109,69.9,21.8
2021/05/26,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,518,75+ years,410,319,729,79.1,61.5
2021/05/26,Z3.3.B.05,CASTOR/CORONATION/CONSORT,CENTRAL,6194,All age years,2456,731,3187,39.7,11.8
2021/05/26,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,3834,12-19 years,930,53,983,24.3,1.4
2021/05/26,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,8308,20-39 years,2866,637,3503,34.5,7.7
2021/05/26,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,7809,40-59 years,4313,850,5163,55.2,10.9
2021/05/26,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,5668,60-74 years,4163,793,4956,73.4,14
2021/05/26,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,2415,75+ years,2080,1683,3763,86.1,69.7
2021/05/26,Z3.4.A.01,WETASKIWIN COUNTY,CENTRAL,33659,All age years,14392,4016,18408,42.8,11.9
2021/05/26,Z3.4.B.02,PONOKA,CENTRAL,1189,12-19 years,301,7,308,25.3,0.6
2021/05/26,Z3.4.B.02,PONOKA,CENTRAL,3210,20-39 years,1012,147,1159,31.5,4.6
2021/05/26,Z3.4.B.02,PONOKA,CENTRAL,2960,40-59 years,1639,215,1854,55.4,7.3
2021/05/26,Z3.4.B.02,PONOKA,CENTRAL,2200,60-74 years,1576,200,1776,71.6,9.1
2021/05/26,Z3.4.B.02,PONOKA,CENTRAL,1011,75+ years,839,657,1496,83,65
2021/05/26,Z3.4.B.02,PONOKA,CENTRAL,12487,All age years,5375,1226,6601,43,9.8
2021/05/26,Z3.4.B.03,RIMBEY,CENTRAL,895,12-19 years,176,0,176,19.7,0
2021/05/26,Z3.4.B.03,RIMBEY,CENTRAL,2214,20-39 years,517,43,560,23.4,1.9
2021/05/26,Z3.4.B.03,RIMBEY,CENTRAL,2471,40-59 years,1020,86,1106,41.3,3.5
2021/05/26,Z3.4.B.03,RIMBEY,CENTRAL,2265,60-74 years,1558,150,1708,68.8,6.6
2021/05/26,Z3.4.B.03,RIMBEY,CENTRAL,928,75+ years,750,485,1235,80.8,52.3
2021/05/26,Z3.4.B.03,RIMBEY,CENTRAL,10134,All age years,4031,764,4795,39.8,7.5
2021/05/26,Z3.4.B.04,LACOMBE,CENTRAL,2419,12-19 years,713,6,719,29.5,0.2
2021/05/26,Z3.4.B.04,LACOMBE,CENTRAL,6146,20-39 years,2123,176,2299,34.5,2.9
2021/05/26,Z3.4.B.04,LACOMBE,CENTRAL,5817,40-59 years,3160,232,3392,54.3,4
2021/05/26,Z3.4.B.04,LACOMBE,CENTRAL,4089,60-74 years,2897,358,3255,70.8,8.8
2021/05/26,Z3.4.B.04,LACOMBE,CENTRAL,1684,75+ years,1375,979,2354,81.7,58.1
2021/05/26,Z3.4.B.04,LACOMBE,CENTRAL,23679,All age years,10310,1751,12061,43.5,7.4
2021/05/26,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,2725,12-19 years,1140,6,1146,41.8,0.2
2021/05/26,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,7537,20-39 years,3290,357,3647,43.6,4.7
2021/05/26,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,7156,40-59 years,4562,512,5074,63.7,7.2
2021/05/26,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,5681,60-74 years,4550,663,5213,80.1,11.7
2021/05/26,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,2987,75+ years,2669,2373,5042,89.4,79.4
2021/05/26,Z3.5.A.01,CAMROSE & COUNTY,CENTRAL,30202,All age years,16272,3911,20183,53.9,12.9
2021/05/26,Z3.5.B.02,TOFIELD,CENTRAL,735,12-19 years,214,1,215,29.1,0.1
2021/05/26,Z3.5.B.02,TOFIELD,CENTRAL,1803,20-39 years,694,61,755,38.5,3.4
2021/05/26,Z3.5.B.02,TOFIELD,CENTRAL,2038,40-59 years,1123,94,1217,55.1,4.6
2021/05/26,Z3.5.B.02,TOFIELD,CENTRAL,1580,60-74 years,1182,167,1349,74.8,10.6
2021/05/26,Z3.5.B.02,TOFIELD,CENTRAL,619,75+ years,501,388,889,80.9,62.7
2021/05/26,Z3.5.B.02,TOFIELD,CENTRAL,7876,All age years,3722,711,4433,47.3,9
2021/05/26,Z3.5.B.03,VIKING,CENTRAL,210,12-19 years,64,2,66,30.4,1
2021/05/26,Z3.5.B.03,VIKING,CENTRAL,505,20-39 years,190,30,220,37.6,5.9
2021/05/26,Z3.5.B.03,VIKING,CENTRAL,585,40-59 years,336,41,377,57.4,7
2021/05/26,Z3.5.B.03,VIKING,CENTRAL,514,60-74 years,371,89,460,72.2,17.3
2021/05/26,Z3.5.B.03,VIKING,CENTRAL,285,75+ years,236,201,437,82.7,70.4
2021/05/26,Z3.5.B.03,VIKING,CENTRAL,2385,All age years,1198,363,1561,50.2,15.2
2021/05/26,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,806,12-19 years,291,8,299,36.1,1
2021/05/26,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,1817,20-39 years,669,63,732,36.8,3.5
2021/05/26,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,2106,40-59 years,1211,113,1324,57.5,5.4
2021/05/26,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,1795,60-74 years,1406,146,1552,78.3,8.1
2021/05/26,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,840,75+ years,722,587,1309,85.9,69.9
2021/05/26,Z3.5.B.04,FLAGSTAFF COUNTY,CENTRAL,8424,All age years,4308,917,5225,51.1,10.9
2021/05/26,Z3.5.C.05,MD OF PROVOST,CENTRAL,544,12-19 years,137,3,140,25.2,0.6
2021/05/26,Z3.5.C.05,MD OF PROVOST,CENTRAL,1236,20-39 years,340,35,375,27.5,2.8
2021/05/26,Z3.5.C.05,MD OF PROVOST,CENTRAL,1256,40-59 years,559,54,613,44.5,4.3
2021/05/26,Z3.5.C.05,MD OF PROVOST,CENTRAL,806,60-74 years,568,57,625,70.5,7.1
2021/05/26,Z3.5.C.05,MD OF PROVOST,CENTRAL,377,75+ years,316,233,549,83.7,61.7
2021/05/26,Z3.5.C.05,MD OF PROVOST,CENTRAL,4891,All age years,1922,382,2304,39.3,7.8
2021/05/26,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,1256,12-19 years,459,0,459,36.6,0
2021/05/26,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,3204,20-39 years,1280,87,1367,39.9,2.7
2021/05/26,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,2953,40-59 years,1684,120,1804,57,4.1
2021/05/26,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,1938,60-74 years,1446,116,1562,74.6,6
2021/05/26,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,779,75+ years,664,535,1199,85.3,68.7
2021/05/26,Z3.5.C.06,MD OF WAINWRIGHT,CENTRAL,12030,All age years,5552,858,6410,46.1,7.1
2021/05/26,Z3.6.A.01,LAMONT COUNTY,CENTRAL,508,12-19 years,185,2,187,36.4,0.4
2021/05/26,Z3.6.A.01,LAMONT COUNTY,CENTRAL,1485,20-39 years,482,50,532,32.4,3.4
2021/05/26,Z3.6.A.01,LAMONT COUNTY,CENTRAL,1564,40-59 years,853,82,935,54.5,5.2
2021/05/26,Z3.6.A.01,LAMONT COUNTY,CENTRAL,1409,60-74 years,1040,144,1184,73.8,10.2
2021/05/26,Z3.6.A.01,LAMONT COUNTY,CENTRAL,597,75+ years,520,412,932,87.1,69
2021/05/26,Z3.6.A.01,LAMONT COUNTY,CENTRAL,6427,All age years,3085,690,3775,48,10.7
2021/05/26,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,736,12-19 years,52,0,52,7.1,0
2021/05/26,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,1380,20-39 years,199,33,232,14.4,2.4
2021/05/26,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,1106,40-59 years,380,55,435,34.4,5
2021/05/26,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,801,60-74 years,578,254,832,72.1,31.7
2021/05/26,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,435,75+ years,362,308,670,83.3,70.8
2021/05/26,Z3.6.A.02,TWO HILLS COUNTY,CENTRAL,5608,All age years,1574,650,2224,28.1,11.6
2021/05/26,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,939,12-19 years,339,6,345,36.1,0.6
2021/05/26,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,2342,20-39 years,915,86,1001,39.1,3.7
2021/05/26,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,2594,40-59 years,1594,170,1764,61.4,6.6
2021/05/26,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,2003,60-74 years,1561,340,1901,77.9,17
2021/05/26,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,1150,75+ years,997,765,1762,86.7,66.5
2021/05/26,Z3.6.A.03,VEGREVILLE/MINBURN COUNTY,CENTRAL,10314,All age years,5421,1367,6788,52.6,13.3
2021/05/26,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,3955,12-19 years,736,2,738,18.6,0.1
2021/05/26,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,10018,20-39 years,2068,112,2180,20.6,1.1
2021/05/26,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,9494,40-59 years,2151,147,2298,22.7,1.5
2021/05/26,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,5524,60-74 years,2570,386,2956,46.5,7
2021/05/26,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,2355,75+ years,1417,928,2345,60.2,39.4
2021/05/26,Z3.6.B.04,VERMILION RIVER COUNTY,CENTRAL,36913,All age years,8968,1575,10543,24.3,4.3
2021/05/26,Z3.7.A.01,RED DEER - NORTH,CENTRAL,3526,12-19 years,1216,7,1223,34.5,0.2
2021/05/26,Z3.7.A.01,RED DEER - NORTH,CENTRAL,10995,20-39 years,4079,322,4401,37.1,2.9
2021/05/26,Z3.7.A.01,RED DEER - NORTH,CENTRAL,9039,40-59 years,5199,452,5651,57.5,5
2021/05/26,Z3.7.A.01,RED DEER - NORTH,CENTRAL,4945,60-74 years,3812,553,4365,77.1,11.2
2021/05/26,Z3.7.A.01,RED DEER - NORTH,CENTRAL,1736,75+ years,1513,1296,2809,87.1,74.6
2021/05/26,Z3.7.A.01,RED DEER - NORTH,CENTRAL,35527,All age years,15873,2630,18503,44.7,7.4
2021/05/26,Z3.7.B.02,RED DEER - SW,CENTRAL,1042,12-19 years,318,2,320,30.5,0.2
2021/05/26,Z3.7.B.02,RED DEER - SW,CENTRAL,4840,20-39 years,1785,146,1931,36.9,3
2021/05/26,Z3.7.B.02,RED DEER - SW,CENTRAL,4125,40-59 years,2111,152,2263,51.2,3.7
2021/05/26,Z3.7.B.02,RED DEER - SW,CENTRAL,2684,60-74 years,1922,248,2170,71.6,9.2
2021/05/26,Z3.7.B.02,RED DEER - SW,CENTRAL,1253,75+ years,993,767,1760,79.2,61.2
2021/05/26,Z3.7.B.02,RED DEER - SW,CENTRAL,15728,All age years,7138,1315,8453,45.4,8.4
2021/05/26,Z3.7.C.03,RED DEER - EAST,CENTRAL,5734,12-19 years,2584,21,2605,45.1,0.4
2021/05/26,Z3.7.C.03,RED DEER - EAST,CENTRAL,15630,20-39 years,7250,774,8024,46.4,5
2021/05/26,Z3.7.C.03,RED DEER - EAST,CENTRAL,14810,40-59 years,9495,849,10344,64.1,5.7
2021/05/26,Z3.7.C.03,RED DEER - EAST,CENTRAL,8147,60-74 years,6615,965,7580,81.2,11.8
2021/05/26,Z3.7.C.03,RED DEER - EAST,CENTRAL,3166,75+ years,2731,2172,4903,86.3,68.6
2021/05/26,Z3.7.C.03,RED DEER - EAST,CENTRAL,55457,All age years,28785,4781,33566,51.9,8.6
2021/05/26,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,3211,12-19 years,1182,8,1190,36.8,0.2
2021/05/26,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,22826,20-39 years,10767,875,11642,47.2,3.8
2021/05/26,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,15891,40-59 years,9615,654,10269,60.5,4.1
2021/05/26,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,8756,60-74 years,6822,1094,7916,77.9,12.5
2021/05/26,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,3772,75+ years,3241,2751,5992,85.9,72.9
2021/05/26,Z4.1.A.01,EDMONTON - WOODCROFT EAST,EDMONTON,60961,All age years,31676,5382,37058,52,8.8
2021/05/26,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,2575,12-19 years,1187,13,1200,46.1,0.5
2021/05/26,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,10005,20-39 years,5336,492,5828,53.3,4.9
2021/05/26,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,8882,40-59 years,6094,466,6560,68.6,5.2
2021/05/26,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,5169,60-74 years,4116,486,4602,79.6,9.4
2021/05/26,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,1867,75+ years,1661,1428,3089,89,76.5
2021/05/26,Z4.1.B.02,EDMONTON - WOODCROFT WEST,EDMONTON,33412,All age years,18445,2885,21330,55.2,8.6
2021/05/26,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,3971,12-19 years,1455,8,1463,36.6,0.2
2021/05/26,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,13813,20-39 years,6092,471,6563,44.1,3.4
2021/05/26,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,12382,40-59 years,7625,624,8249,61.6,5
2021/05/26,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,7061,60-74 years,5416,763,6179,76.7,10.8
2021/05/26,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,3864,75+ years,3227,2805,6032,83.5,72.6
2021/05/26,Z4.1.C.03,EDMONTON - JASPER PLACE,EDMONTON,47017,All age years,23875,4671,28546,50.8,9.9
2021/05/26,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,10087,12-19 years,5115,38,5153,50.7,0.4
2021/05/26,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,30189,20-39 years,18051,1742,19793,59.8,5.8
2021/05/26,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,28265,40-59 years,21034,2001,23035,74.4,7.1
2021/05/26,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,15334,60-74 years,13261,2096,15357,86.5,13.7
2021/05/26,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,5222,75+ years,4718,4159,8877,90.3,79.6
2021/05/26,Z4.1.D.04,EDMONTON - WEST JASPER PLACE,EDMONTON,105899,All age years,62453,10036,72489,59,9.5
2021/05/26,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,7507,12-19 years,2857,24,2881,38.1,0.3
2021/05/26,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,21000,20-39 years,10174,838,11012,48.4,4
2021/05/26,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,18520,40-59 years,12367,1048,13415,66.8,5.7
2021/05/26,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,9725,60-74 years,8220,1038,9258,84.5,10.7
2021/05/26,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,3652,75+ years,3285,2818,6103,89.9,77.2
2021/05/26,Z4.2.A.01,EDMONTON - CASTLE DOWNS,EDMONTON,72888,All age years,37010,5766,42776,50.8,7.9
2021/05/26,Z4.2.B.02,EDMONTON - NORTHGATE,EDMONTON,8007,12-19 years,2678,26,2704,33.4,0.3
2021/05/26,Z4.2.B.02,EDMONTON - NORTHGATE,EDMONTON,24147,20-39 years,10519,799,11318,43.6,3.3
2021/05/26,Z4.2.B.02,EDMONTON - NORTHGATE,EDMONTON,20985,40-59 years,13506,961,14467,64.4,4.6
2021/05/26,Z4.2.B.02,EDMONTON - NORTHGATE,EDMONTON,11806,60-74 years,9694,1240,10934,82.1,10.5
